customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6701-CUST,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,2935.4,Yes
6702-CUST,Female,1,No,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.64, ,Yes
6703-CUST,Male,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.73,756.74,No
6704-CUST,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.77,197.2,No
6705-CUST,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.66,1000.86,No
6706-CUST,Male,0,No,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.02,3233.27,No
6707-CUST,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),53.99,1514.25,No
6708-CUST,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,83.42,2015.2,Yes
6709-CUST,Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.89,488.34,No
6710-CUST,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),67.27,3147.36,No
6711-CUST,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.92,1836.17,Yes
6712-CUST,Male,1,No,No,48,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,64.73,3091.16,Yes
6713-CUST,Female,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.06,5593.05,Yes
6714-CUST,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.39,3284.66,No
6715-CUST,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,677.1,No
6716-CUST,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),87.56,4231.35,No
6717-CUST,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,77.46,1688.82,Yes
6718-CUST,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.82,2313.98,Yes
6719-CUST,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,98.39,4324.63,Yes
6720-CUST,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,62.52,2383.95,No
6721-CUST,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.17,958.32,No
6722-CUST,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.91,2913.95,No
6723-CUST,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.36,240.51,No
6724-CUST,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.43,4169.36,No
6725-CUST,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,155.77,No
6726-CUST,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.84,2855.89,Yes
6727-CUST,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,658.83,No
6728-CUST,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.58,1120.59,No
6729-CUST,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.34,552.53,No
6730-CUST,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.75,2452.63,No
6731-CUST,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.71,944.45,Yes
6732-CUST,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.03,2250.59,Yes
6733-CUST,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,88.39,1754.94,No
6734-CUST,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.79, ,Yes
6735-CUST,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.43,594.97,No
6736-CUST,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,707.7,No
6737-CUST,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.04,1849.83,Yes
6738-CUST,Female,1,No,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.15,2968.1,No
6739-CUST,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.92,318.9,No
6740-CUST,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.96,822.97,No
6741-CUST,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.01,3945.53,No
6742-CUST,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.04,1082.26,Yes
6743-CUST,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.68,316.61,No
6744-CUST,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.49,2537.7,No
6745-CUST,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.93,431.19,No
6746-CUST,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,72.31,3535.29,No
6747-CUST,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.17,850.3,Yes
6748-CUST,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),76.84,149.39,Yes
6749-CUST,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),61.84,4429.43,Yes
6750-CUST,Male,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.0,2248.42,No
6751-CUST,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,1215.44,No
6752-CUST,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,74.76,4049.79,No
6753-CUST,Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.44,1071.52,No
6754-CUST,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.56,2987.09,Yes
6755-CUST,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.42,5596.15,No
6756-CUST,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.73,566.44,No
6757-CUST,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,3266.97,Yes
6758-CUST,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.3,3466.96,Yes
6759-CUST,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),83.23,5702.97,No
6760-CUST,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.69,602.95,No
6761-CUST,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,273.88,No
6762-CUST,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,43.68,No
6763-CUST,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.05,4673.83,No
6764-CUST,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.12,6018.81,No
6765-CUST,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.49,367.42,No
6766-CUST,Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.52,761.03,No
6767-CUST,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.11,3243.83,No
6768-CUST,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),73.08,1229.78,Yes
6769-CUST,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,3397.59,No
6770-CUST,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,84.74,2891.09,No
6771-CUST,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,62.99,1089.19,No
6772-CUST,Male,1,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.04,5258.59,No
6773-CUST,Female,0,Yes,No,12,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.76,955.7,Yes
6774-CUST,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,76.43,1907.77,No
6775-CUST,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.52,3105.73,Yes
6776-CUST,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.72,2041.78,No
6777-CUST,Female,1,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,63.23,3607.13,No
6778-CUST,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),77.89,3595.81,No
6779-CUST,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,57.81,2298.17,No
6780-CUST,Male,1,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.1,283.73,No
6781-CUST,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.76,1983.75,No
6782-CUST,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.1,659.42,Yes
6783-CUST,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.35,238.59,Yes
6784-CUST,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.37,1940.56,Yes
6785-CUST,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.2,1457.68,Yes
6786-CUST,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,57.21,1373.73,No
6787-CUST,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.63,191.29,No
6788-CUST,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.12,1431.07,No
6789-CUST,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.45,1051.3,No
6790-CUST,Male,1,No,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,74.77,3116.55,No
6791-CUST,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.37,487.49,No
6792-CUST,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.13,867.77,No
6793-CUST,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.44,1553.62,Yes
6794-CUST,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),52.07,3266.33,No
6795-CUST,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,80.67,2638.07,Yes
6796-CUST,Female,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,63.58,No
6797-CUST,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.62,2520.31,No
6798-CUST,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,60.77,3279.52,No
6799-CUST,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.08,1015.37,No
6800-CUST,Male,0,No,No,48,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.23,3011.39,No
6801-CUST,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.93,820.45,No
6802-CUST,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.18,561.71,Yes
6803-CUST,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),81.62,1124.57,No
6804-CUST,Female,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.41,1432.93,No
6805-CUST,Female,1,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.2,972.64,No
6806-CUST,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.35,186.73,Yes
6807-CUST,Female,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,3456.82,Yes
6808-CUST,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,984.97,No
6809-CUST,Female,0,No,Yes,67,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,81.98,5496.44,No
6810-CUST,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),54.06,794.56,No
6811-CUST,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,91.88,1593.89,Yes
6812-CUST,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,84.88,3913.77,No
6813-CUST,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,83.61,3746.35,No
6814-CUST,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.08,1671.82,No
6815-CUST,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.76,1640.08,No
6816-CUST,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.37,2679.66,Yes
6817-CUST,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,65.89,3316.18,No
6818-CUST,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,85.48,5881.5,No
6819-CUST,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,66.48,4242.08,No
6820-CUST,Female,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.92,3077.82,No
6821-CUST,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,809.07,Yes
6822-CUST,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,73.39,No
6823-CUST,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),69.86,977.61,Yes
6824-CUST,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,63.75,1361.46,No
6825-CUST,Female,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.35,301.29,No
6826-CUST,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.11,2776.39,Yes
6827-CUST,Female,0,No,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.29,1113.14,Yes
6828-CUST,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.21,364.37,No
6829-CUST,Female,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.83,2456.55,No
6830-CUST,Male,1,No,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.28,1189.94,No
6831-CUST,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,93.16,2509.88,No
6832-CUST,Male,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.01,382.08,Yes
6833-CUST,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.05,1737.69,No
6834-CUST,Male,0,No,No,35,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,60.53,2113.69,No
6835-CUST,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.1,148.54,No
6836-CUST,Male,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.23,251.19,No
6837-CUST,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.03,317.25,No
6838-CUST,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.35,2469.76,No
6839-CUST,Female,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.0,950.68,Yes
6840-CUST,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.95,1713.87,Yes
6841-CUST,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,570.13,No
6842-CUST,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,67.4,3255.21,No
6843-CUST,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,78.6,3136.09,Yes
6844-CUST,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,82.05,5461.97,No
6845-CUST,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.46,1190.98,No
6846-CUST,Male,0,No,No,60,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,75.62,4512.03,No
6847-CUST,Male,1,No,No,68,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,72.1,4923.17,No
6848-CUST,Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,62.01,2169.82,No
6849-CUST,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.46,578.03,Yes
6850-CUST,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.93,722.03,No
6851-CUST,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.86,126.23,No
6852-CUST,Female,0,No,No,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,83.42,2938.01,No
6853-CUST,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,73.41,4528.94,No
6854-CUST,Male,0,No,No,47,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,64.29,3004.11,No
6855-CUST,Male,0,No,No,65,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.25,5149.64,No
6856-CUST,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.34,1102.38,Yes
6857-CUST,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.73,420.59,No
6858-CUST,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.92,1631.78,Yes
6859-CUST,Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,60.38,2911.32,No
6860-CUST,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),78.43,2266.86,Yes
6861-CUST,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),62.15,3700.55,No
6862-CUST,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.72,2888.09,No
6863-CUST,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.22,864.1,No
6864-CUST,Female,0,No,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.42,1619.63,Yes
6865-CUST,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.01,1271.31,No
6866-CUST,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.69,348.35,Yes
6867-CUST,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,782.6,No
6868-CUST,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.29,847.47,No
6869-CUST,Female,1,No,Yes,63,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,50.98,3161.59,No
6870-CUST,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,530.56,No
6871-CUST,Female,1,Yes,No,49,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.83,3202.7,No
6872-CUST,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.78,375.73,Yes
6873-CUST,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.5,3787.37,No
6874-CUST,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0, ,No
6875-CUST,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,82.15,1141.3,No
6876-CUST,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.31,3311.25,No
